DBN,Category,#Grade K,#Grade 1,#Grade 2,#Grade 3,#Grade 4,#Grade 5
03M087,Reside in temporary housing,s,s,s,No Data,No Data,No Data
03M087,Students with Disabilities,14,18,33,25,23,26
03M145,Poverty,61,53,53,55,45,52
03M145,Reside in temporary housing,13,14,10,17,9,10
03M145,Students with Disabilities,13,10,8,18,17,16
03M149,All Students,24,25,29,27,33,35
03M149,Attend school outside district of residence,s,9,13,9,6,13
03M149,English Language Learners,No Data,s,s,s,s,s
03M149,Poverty,21,24,27,26,29,34
03M149,Reside in temporary housing,s,s,9,s,8,7
03M149,Students with Disabilities,s,s,13,s,14,14
03M163,All Students,83,91,91,91,92,110
03M163,Attend school outside district of residence,8,11,16,19,27,17
03M163,English Language Learners,11,8,8,s,s,7
03M163,Poverty,37,47,47,43,45,50
03M163,Students with Disabilities,17,10,12,14,14,17
03M165,All Students,82,91,91,104,100,79
03M165,Attend school outside district of residence,13,19,32,21,24,36
03M165,English Language Learners,6,18,18,15,10,11
03M165,Poverty,57,65,67,68,72,65
03M165,Reside in temporary housing,18,28,17,24,18,17
03M165,Students with Disabilities,12,16,15,17,19,21
03M166,All Students,131,114,100,107,78,84
03M166,Attend school outside district of residence,s,s,s,s,s,6
03M166,English Language Learners,6,s,s,s,s,No Data
03M166,Poverty,16,22,19,21,22,20
03M166,Reside in temporary housing,6,s,s,8,s,s
03M166,Students with Disabilities,10,16,12,17,8,17
03M415,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M180,All Students,53,57,60,63,60,64
03M180,Attend school outside district of residence,12,15,14,22,22,19
03M180,English Language Learners,s,8,s,s,No Data,s
03M180,Poverty,33,32,43,49,43,48
03M180,Reside in temporary housing,s,9,8,11,6,7
03M180,Students with Disabilities,s,11,11,9,18,17
03M185,All Students,70,66,47,No Data,No Data,No Data
03M185,Attend school outside district of residence,9,10,13,No Data,No Data,No Data
03M185,English Language Learners,s,8,s,No Data,No Data,No Data
03M185,Poverty,61,62,44,No Data,No Data,No Data
03M185,Reside in temporary housing,s,9,s,No Data,No Data,No Data
03M185,Students with Disabilities,13,25,10,No Data,No Data,No Data
03M191,All Students,44,44,41,38,33,44
03M191,Attend school outside district of residence,10,12,13,9,9,9
03M191,English Language Learners,s,8,7,s,s,s
03M191,Poverty,34,37,30,30,31,34
03M191,Reside in temporary housing,8,7,10,8,10,s
03M191,Students with Disabilities,s,10,s,15,11,15
03M199,All Students,152,176,158,148,136,133
03M199,Attend school outside district of residence,s,No Data,s,s,s,8
03M199,English Language Learners,s,7,6,s,s,s
03M199,Poverty,6,7,13,10,12,15
03M199,Reside in temporary housing,s,No Data,No Data,s,s,No Data
03M199,Students with Disabilities,14,23,22,30,20,20
03M208,All Students,No Data,No Data,No Data,51,45,45
03M208,Attend school outside district of residence,No Data,No Data,No Data,10,9,13
03M208,English Language Learners,No Data,No Data,No Data,s,8,s
03M208,Poverty,No Data,No Data,No Data,48,44,42
03M208,Reside in temporary housing,No Data,No Data,No Data,11,8,8
03M208,Students with Disabilities,No Data,No Data,No Data,16,12,11
03M241,All Students,15,15,29,13,21,19
03M241,Attend school outside district of residence,s,s,s,s,s,s
03M241,English Language Learners,s,s,s,s,s,s
03M241,Poverty,14,15,27,11,19,18
03M241,Reside in temporary housing,s,7,s,s,s,No Data
03M241,Students with Disabilities,s,s,12,s,11,9
03M242,All Students,30,28,36,31,27,44
03M242,Attend school outside district of residence,18,13,20,16,13,30
03M242,English Language Learners,No Data,No Data,s,s,s,6
03M242,Poverty,27,22,33,21,23,38
03M242,Reside in temporary housing,11,11,18,6,9,10
03M242,Students with Disabilities,7,7,13,9,8,20
03M243,All Students,No Data,No Data,No Data,No Data,No Data,61
06M173,Reside in temporary housing,10,s,7,s,6,s
03M243,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,22
03M243,Poverty,No Data,No Data,No Data,No Data,No Data,61
03M243,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,s
03M243,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,s
03M245,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M245,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M245,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M245,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M245,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M245,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M247,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M247,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M247,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
05M286,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M247,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M247,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M247,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M250,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M250,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M250,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M250,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M250,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M250,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M256,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M256,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M256,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M256,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M256,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M256,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M258,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M258,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M258,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M258,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M258,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M258,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M291,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M291,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M291,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M291,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M291,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M291,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M415,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M333,All Students,99,103,97,95,94,80
03M333,Attend school outside district of residence,11,17,11,13,18,21
03M333,English Language Learners,No Data,s,No Data,No Data,s,No Data
03M333,Poverty,14,12,11,9,10,12
03M333,Reside in temporary housing,s,s,No Data,No Data,No Data,No Data
03M333,Students with Disabilities,9,16,13,15,20,13
03M334,All Students,50,56,56,60,59,52
03M334,Attend school outside district of residence,25,37,36,37,43,36
03M334,English Language Learners,No Data,s,No Data,No Data,No Data,No Data
03M334,Poverty,s,9,s,8,s,s
03M334,Reside in temporary housing,s,No Data,No Data,No Data,No Data,No Data
03M334,Students with Disabilities,s,s,s,s,s,s
03M415,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M415,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M415,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M415,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M421,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M421,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M421,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M421,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M421,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M421,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M452,All Students,60,55,58,50,49,53
03M452,Attend school outside district of residence,No Data,s,6,s,s,11
03M452,English Language Learners,s,s,s,s,No Data,No Data
03M452,Poverty,s,8,s,7,s,15
03M452,Reside in temporary housing,s,s,s,s,No Data,No Data
03M452,Students with Disabilities,s,s,13,14,9,12
03M862,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M862,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M859,All Students,13,15,16,16,15,15
03M859,Attend school outside district of residence,9,11,8,13,11,9
03M859,Poverty,s,s,s,No Data,No Data,No Data
03M859,Reside in temporary housing,No Data,s,No Data,No Data,No Data,No Data
03M859,Students with Disabilities,No Data,s,s,s,s,s
03M860,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M860,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M860,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M860,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
03M860,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
03M860,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
03M862,All Students,No Data,No Data,No Data,No Data,No Data,No Data
03M862,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
03M862,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
04M825,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
03M862,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
04M007,All Students,27,39,41,33,37,26
04M007,Attend school outside district of residence,s,7,13,9,8,s
04M007,English Language Learners,s,6,9,s,s,s
04M007,Poverty,27,39,41,33,37,26
04M007,Reside in temporary housing,6,13,12,13,13,8
04M007,Students with Disabilities,s,s,11,10,14,s
04M012,All Students,49,63,53,62,65,99
04M012,Attend school outside district of residence,44,53,49,58,57,91
04M012,English Language Learners,No Data,No Data,No Data,No Data,s,No Data
04M038,Students with Disabilities,6,13,9,12,9,14
04M012,Poverty,13,27,12,27,31,55
04M012,Reside in temporary housing,s,s,s,No Data,s,s
04M012,Students with Disabilities,s,s,s,s,6,s
25Q130,English Language Learners,12,22,s,s,No Data,No Data
04M037,All Students,31,32,24,20,39,44
04M037,Attend school outside district of residence,10,20,16,13,22,34
04M037,English Language Learners,s,s,No Data,s,s,s
04M037,Poverty,23,28,19,18,33,37
04M037,Reside in temporary housing,s,12,6,s,s,s
04M037,Students with Disabilities,s,12,s,6,6,13
04M038,All Students,40,40,38,40,25,42
04M038,Attend school outside district of residence,s,6,s,s,s,6
04M038,English Language Learners,s,s,s,s,6,s
04M038,Poverty,37,40,37,38,23,40
04M038,Reside in temporary housing,16,6,19,12,7,16
04M050,All Students,31,35,37,35,27,31
04M050,Attend school outside district of residence,s,6,6,s,s,9
04M050,English Language Learners,s,s,s,s,s,No Data
04M050,Poverty,31,35,37,35,27,31
04M050,Reside in temporary housing,10,12,10,7,s,10
04M050,Students with Disabilities,9,11,8,7,12,8
04M057,All Students,63,88,80,93,94,105
04M057,Attend school outside district of residence,12,14,11,21,22,27
04M057,English Language Learners,13,21,12,10,10,9
04M057,Poverty,63,88,80,93,94,105
04M057,Reside in temporary housing,23,21,26,26,34,28
04M057,Students with Disabilities,15,18,20,31,27,35
04M377,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
04M072,All Students,80,65,72,54,71,82
04M072,Attend school outside district of residence,19,18,20,15,23,29
04M072,English Language Learners,9,6,13,8,11,8
04M072,Poverty,80,58,69,50,69,77
04M072,Reside in temporary housing,21,19,30,18,25,19
05M030,Students with Disabilities,9,9,14,11,25,11
04M072,Students with Disabilities,19,6,13,15,24,23
04M083,All Students,64,63,80,79,70,65
04M083,Attend school outside district of residence,15,16,19,25,19,15
04M083,English Language Learners,s,13,10,7,s,s
04M083,Poverty,58,58,71,71,62,59
04M083,Reside in temporary housing,s,13,10,12,s,8
04M083,Students with Disabilities,6,8,23,14,23,13
29Q283,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
04M096,All Students,31,43,53,46,45,56
04M096,Attend school outside district of residence,s,6,13,s,8,13
04M096,English Language Learners,s,12,9,11,9,8
04M096,Poverty,31,43,53,46,45,56
04M096,Reside in temporary housing,9,13,10,14,8,12
04M096,Students with Disabilities,11,10,9,11,11,18
04M102,All Students,40,47,48,54,43,36
04M102,Attend school outside district of residence,11,s,13,15,16,s
04M102,English Language Learners,7,7,s,s,s,8
04M102,Poverty,35,38,41,49,38,33
04M102,Reside in temporary housing,s,7,s,s,No Data,s
04M102,Students with Disabilities,7,12,9,11,12,18
04M108,All Students,46,31,48,54,54,56
04M108,Attend school outside district of residence,s,s,10,13,23,8
04M108,English Language Learners,s,s,s,6,8,s
04M108,Poverty,46,31,48,54,54,56
04M108,Reside in temporary housing,10,s,13,15,s,9
04M108,Students with Disabilities,s,s,12,14,19,14
04M112,All Students,97,109,102,No Data,No Data,No Data
04M112,Attend school outside district of residence,29,21,26,No Data,No Data,No Data
04M112,English Language Learners,25,31,12,No Data,No Data,No Data
04M112,Poverty,97,109,102,No Data,No Data,No Data
04M112,Reside in temporary housing,9,16,19,No Data,No Data,No Data
04M112,Students with Disabilities,38,42,34,No Data,No Data,No Data
04M146,All Students,77,53,41,54,79,41
04M146,Attend school outside district of residence,8,6,14,11,12,12
04M146,English Language Learners,20,8,11,7,19,8
04M146,Poverty,72,51,38,51,74,41
04M146,Reside in temporary housing,27,16,14,16,s,s
04M146,Students with Disabilities,28,16,16,25,41,25
04M155,All Students,54,63,54,52,45,55
04M155,Attend school outside district of residence,14,15,11,12,14,19
04M155,English Language Learners,26,29,23,25,19,15
04M155,Poverty,54,63,54,52,45,54
04M155,Reside in temporary housing,7,13,10,s,s,6
04M155,Students with Disabilities,21,19,19,17,12,25
04M171,All Students,70,71,60,71,80,57
04M377,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
04M171,Attend school outside district of residence,16,16,14,16,26,23
04M171,English Language Learners,s,s,s,s,s,s
04M171,Poverty,70,71,60,71,80,57
04M171,Reside in temporary housing,6,15,6,9,9,s
04M171,Students with Disabilities,10,11,18,17,20,14
04M182,All Students,65,55,75,63,46,48
04M182,Attend school outside district of residence,14,12,22,14,11,13
04M182,English Language Learners,28,21,28,20,18,10
04M182,Poverty,60,54,71,59,45,46
04M182,Reside in temporary housing,12,10,8,11,s,s
04M182,Students with Disabilities,18,22,16,8,7,11
04M206,All Students,No Data,No Data,No Data,105,101,83
05M318,English Language Learners,No Data,s,No Data,s,s,s
04M206,Attend school outside district of residence,No Data,No Data,No Data,18,18,21
04M206,English Language Learners,No Data,No Data,No Data,18,19,7
04M206,Poverty,No Data,No Data,No Data,105,101,83
04M206,Reside in temporary housing,No Data,No Data,No Data,15,11,9
04M206,Students with Disabilities,No Data,No Data,No Data,32,38,40
04M224,All Students,No Data,No Data,No Data,No Data,No Data,No Data
04M224,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
